City Name
"Duniapur, District Lodhran"
"Dunyapur, District Lodhran"
"Khawaja Saeed, Lahore"
"Dunyapur, District Lodhran"
"Hazari, District Jhang"
"Hazari, District Jhang"
"Hazari, District Jhang"
Rahim Yar Khan
"Sial, District Jhang"
"Duniapur, District Lodhran"
"Arifwala, District Pakpattan"
District Laki Marwat
"Jhang, District Jhang"
"Dunyapur, District Lodhran"
Tehsil/ District Jhang
"Dunyapur, District Lodhran"
"Sarafan Wala, Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
Jhang District Jhang
"Pasuror, District Sialkot"
"Kasur, District Kasur"
"Arifwala, District Pakpattan"
"Sahiwal, District Sahiwal"
"Marine, District Faisalabad"
"Jatoi, District Muzaffargarh"
Dunyapur? District Lodhran
"Dunyapur, District Lodhran"
"Jhang, District Jhang"
"Dunyapur, District Lodhran"
"Marin, District Faisalabad"
"Duniyapur, District Lodhran"
"Yazman, District Bahawalpur"
"Yazman, District Bahawalpur"
"Duniapur, District Lodhran"
"Yazman, District Bahawalpur"
"Yazman, District Bahawalpur"
"Dunyapur, District Lodhran"
"Yazman, District Bahawalpur"
"Khel, District Mianwali"
"Jatoi, District Muzaffargarh"
"Jhang, District Jhang"
"Cantt, District Lahore"
"Jhang, District Jhang"
"Jhang, District Jhang"
District Karachi Malir
"Office, Tarnool, Islamabad"
"Jhang, District Jhang"
"Dunyapur, District Lodhran"
"Arifwala, District Pakpattan"
District Jhelum Valley
"Jhang, District Jhang"
"Boriwala, District Wahari"
Rahim Yar Khan
"Kasur, District Kasur"
"Chunian, District Kasur"
Dunyapur? District Lodhran
"Jahanian, District Khaniwal"
"Dunyapur, District Lodhran"
"Duniapur, District Lodhran"
"Melsi, District Vehari"
"Duniapur, District Lodhran"
Duniapur? District Lodhran
"Kamra, Tehsil/District Attock"
"Cantt, District Lahore"
Duniapur? District Lodharan
"Dunyapur, District Lodhran"
"Dunyapur, District Lodhran"
"Dakkhananagar, Dasigudas, Tehsil/Zalanagar"
"Khaniwal, District Khaniwal"
"Sarandi, District Faisalabad"
District?Tehsil Shujaabad?District Multan
"Mailsi, District Wahari"
"Yazman, District Bahawalpur"
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
"Jund, District Attock"
Rahim Yar Khan
"Sahiwal, District Sahiwal"
"Dunyapur, District Lodhran"
"Nawan Kot, Lahore"
"Cantt, District Lahore"
Dunyapur? District Lodhran
"Compania , Italy"
"Cantt, District Lahore"
"Mohalla Ambur, Muzaffarabad"
Khanewal District Khanewal
Rahim Yar Khan
District Mirpur Khas
"Arifwala, District Pakpattan"
"Jatoi, District Muzaffargarh"
"Sarandi, District Faisalabad"
"Arifwala, District Pakpattan"
"Jahanian, District Khaniwal"
"Dipalpur, District Okara"
Dipalpur? District Okara
Dipalpur? District Okara
Dipalpur? District Okara
"Dipalpur, District Okara"
Borivala? District Wahari
"Jampur, District Rajanpur"
"Yazman, District Bahawalpur"
Aisan? District Layyah
"Cantt, District Lahore"
"GD, Tehsil/Dist. Sahiwal"
Muzaffarabad? District Muzaffarabad
Sindgali Ward 3?Muzaffarabad
"Marine, District Faisalabad"
"No. 3-A-9, Lahore"
"Duniapur, District Lodhran"
"Cantt, District Lahore"
"Cantt, District Lahore"
"Duniapur, District Lodhran"
Habib Colony?Boriwala?District Wahari
"Shujaabad, District Multan"
Dera Ghazi Khan
"Cantt, Lahore District"
"Okara, District Okara"
Rahim Yar Khan
"Okara, District Okara"
Rahim Yar Khan
"Cantt, District Lahore"
Rahim Yar Khan
"Pattoki, District Kasur"
Rahim Yar Khan
"Sheikhupora, District Sheikhupora"
"Dunyapur, District Lodhran"
"Faridabad Colony, Rajanpur"
"Adam, District Sanghar"
"Sahiwal, District Sahiwal"
"Sahiwal, District Sahiwal"
"Jatoi, District Muzaffargarh"
"Sarandi, District Faisalabad"
"Yazman, District Bahawalpur"
Rahim Yar Khan
"Sargodha, District Sargodha"
"Bazar Shahdara, Lahore"
Rahim Yar Khan
"Arifwala, District Pakpattan"
"Arifwala, District Pakpattan"
"Yazman, District Bahawalpur"
"Yazman, District Bahawalpur"
Rahim Yar Khan
"Duniapur, District Lodhran"
Rahim Yar Khan
Dunyapur? District Lodhran
Rahim Yar Khan
"Yazman, District Bahawalpur"
"Duniapur, District Lodhran"
Rahim Yar Khan
"Yazman, District Bahawalpur"
"Duniapur, District Lodhran"
Rahim Yar Khan
"Duniapur, District Lodhran"
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
"East, District Bahawalpur"
"Yazman, District Bahawalpur"
"Yazman, District Bahawalpur"
"Yazman, District Bahawalpur"
"Shahzad, Tehsil/District Islamabad"
"Cantt, District Lahore"
Rahim Yar Khan
Dunyapur? District Lodhran
Rahim Yar Khan
"Dunyapur, District Lodhran"
Bagrani? District Larkana
"City, District Lahore"
"Yazman, District Bahawalpur"
Barang? District Bajaur
"Duniapur, District Lodhran"
"block 10 ,Sargodha"
Tehsil/ District Jhang
"Jhang, District Jhang"
Rahim Yar Khan
"Dunyapur, District Lodhran"
"Block A, Lahore"
Office Khas?Reference?Tehsil/District Chiniot
"Dunyapur, District Lodhran"
"Phalgaran, Tehsil/District Islamabad"
District Jhelum Valley
"Yazman, District Bahawalpur"
"Arifwala, District Pakpattan"
"Arifwala, District Pakpattan"
"Arifwala, District Pakpattan"
Kohat? District Kohat
Dera Ghazi Khan
"Chanu, District Khanewal"
"Sector G-6/1-2, Islamabad"
"Chunian, District Kasur"
Tehsil/ District Pakpattan
Tehsil/ District Jhang
"Jhang, District Jhang"
"Jhang, District Jhang"
Jhang District Jhang
"Jalmukhi Veera, Multan"
"N, Karachi Central"
"Sadar, District Multan"
"Jhang, District Jhang"
"Karachi East, Pakistan"
Duniapur? District Lodhran
"Sadar, District Multan"
Renala Khurd?Okara District
"14, Karachi East"
"2, Karachi East"
"17, Karachi East"
Iqbal?Block 3?Karachi East
"Pakpattan, District Pakpattan"
"Yazman, District Bahawalpur"
Mahalla Ansari? Larkana
"Kariz Ashkana, Mastung"
"Mahalla Tahliwala, Pakpattan"
"Melsi, District Wahari"
"Dunyapur, District Lodhran"
810-A?Mohalla Gulshan Ravi?Lahore
"Yazman, District Bahawalpur"
Dunyapur? District Lodhran
House number 354?
"Watani, District Sahiwal"
"Hazari, District Jhang"
"Dunyapur, District Lodhran"
Sarjani? Karachi West
"Cantt, District Lahore"
"Ghazali Park, Lahore"
"Duniyapur, District Lodhran"
"Dipalpur, District Okara"
"Dunyapur, District Lodhran"
"Dipalpur, District Okara"
"Road, Achhra, Lahore"
"Dipalpur, District Okara"
Road Super Stop?Lahore
"Yazman, District Bahawalpur"
"Hafeez Colony, Bahawalpur"
"Chunian, District Kasur"
"Jhang, District Jhang"
Tehsil/ District Jhang
"Arifwala, District Pakpattan"
"Dipalpur, District Okara"
"Latifabad, District Hyderabad"
Rahim Yar Khan
"Jagal, Tehsil/District Haripur"
"Pattoki, District Kasur"
"Arifwala, District Pakpattan"
"Arifwala, District Pakpattan"
"Arifwala, District Pakpattan"
Toba Tek Singh
"Arifwala, District Pakpattan"
"Arifwala, District Pakpattan"
Rahim Yar Khan
"Bhawana, District Chiniot"
"Pakka, District Lodhran"
"College Road, Rawalpindi"
"Phase 7, Rawalpindi"
"Duniapur, District Lodhran"
"5-F, Karachi Central"
SB?Tehsil Silanwali?District Sargodha
"Dunyapur, District Lodhran"
"Lodhran, Punjab, Pakistan"
"Dunyapur, District Lodhran"
Dunyapur? District Lodhran
"4/9-R, Tehsil/Dist. Khaniwal"
"Duniapur, District Lodhran"
"Dunyapur, District Lodhran"
"Pir Bukhari, Multan"
"Vihari, District Vihari"
Dunyapur? District Lodhran
Dunyapur? District Lodhran
"Yazman, District Bahawalpur"
Dunyapur? District Lodhran
"Jahanian, District Khanewal"
7 2 Islamabad
"Yazman, District Bahawalpur"
Rahim Yar Khan
Rahim Yar Khan
"East, District Bahawalpur"
Rahim Yar Khan
"Punjab , Pakistan"
"Yazman, District Bahawalpur"
"East, District Bahawalpur"
Rahim Yar Khan
"Pakka, District Lodhran"
"Saadi, District Faisalabad"
"Tutwala, Tehsil/District Sahiwal"
"East, District Bahawalpur"
"Ahmedpur, District Bahawalpur"
Rahim Yar Khan
"Yazman, District Bahawalpur"
"Yazman, District Bahawalpur"
Rahim Yar Khan
"East, District Bahawalpur"
"East, District Bahawalpur"
Rahim Yar Khan
"Yazman, District Bahawalpur"
Rahim Yar Khan
Rahim Yar Khan
"Marine, District Faisalabad"
Rahim Yar Khan
Duniapur? District Lodhran
City? District Faisalabad
"Mahalla Kokananwala, Pakpattan"
"Jhang, District Jhang"
"Dhirkot, District Bagh"
"Marine, District Faisalabad"
"Cantt, Tehsil/District Attock"
"Dipalpur, District Okara"
"Kasur, District Kasur"
Mahalla Islamabad? Gujranwala
Rahim Yar Khan
"Jhang, District Jhang"
"Hazari, District Jhang"
"Hazari, District Jhang"
"Jhang, District Jhang"
25 BC?Tehsil/District Bahawalpur
"Dipalpur, District Okara"
"Arifwala, District Pakpattan"
"Dunyapur, District Lodhran"
"Yusuf Park, Sargodha"
"Yazman, District Bahawalpur"
"Arifwala, District Pakpattan"
Rahim Yar Khan
Rahim Yar Khan
"Arifwala, District Pakpattan"
"Pakpattan, District Pakpattan"
"Arifwala, District Pakpattan"
Rahim Yar Khan
Dunyapur? District Lodhran
"Charsadda Tazan, Charsadda"
Rahim Yar Khan
"Islam Colony, Pakpattan"
"Arifwala, District Pakpattan"
"Marine, District Faisalabad"
"Jampur, District Rajanpur"
"Baghdad Al-Jadeed, Bahawalpur"
"Kot Lakhpat, Lahore"
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Toba Tek Singh
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Dunyapur? District Lodhran
"Arifwala, District Pakpattan"
/ District Jhang
"262JB, Tehsil/Dist. Jhang"
Dunyapur? District Lodhran
Rahim Yar Khan
Rahim Yar Khan
"Jhang, District Jhang"
Rahim Yar Khan
"Dunyapur, District Lodhran"
"Sarandi, District Faisalabad"
"Sadar, District Faisalabad"
Rahim Yar Khan
"Sarandi, District Faisalabad"
Rahim Yar Khan
Rahim Yar Khan
"Jhang, District Jhang"
Dunyapur? District Lodhran
Rahim Yar Khan
Shah? District Karak
"East, District Bahawalpur"
"Yazman, District Bahawalpur"
Rahim Yar Khan
"Yazman, District Bahawalpur"
Rahim Yar Khan
Rahim Yar Khan
"Yazman, District Bahawalpur"
"Yazman, District Bahawalpur"
Rahim Yar Khan
Rahim Yar Khan
"East, District Bahawalpur"
Tangwani? District Kashmore
"Road Lalazar, Rawalpindi"
"East, District Bahawalpur"
"Kollowal, Tehsil/District Sargodha"
Dunyapur? District Lodhran
Dera Ghazi Khan
Tehsil/ District Bahawalnagar
"Bhawana, District Chiniot"
Road?Block D?Karachi East
"Arifwala, District Pakpattan"
"Arifwala, District Pakpattan"
"Arifwala, District Pakpattan"
"Mohalla Gharibabad, Sabi"
"Okara, District Okara"
"Jhang, District Jhang"
"Arifwala, District Pakpattan"
"Yazman, District Bahawalpur"
District Laki Marwat
"Sagheer Town, Chiniot"
"Duniapur, District Lodhran"
"Jatoi, District Muzaffargarh"
Dunyapur? District Lodhran
Millat Road?Karachi East
"East, District Bahawalpur"
"East, District Bahawalpur"
Rahim Yar Khan
"Chakwal, District Chakwal"
"Yazman, District Bahawalpur"
"Ahmedpur, District Bahawalpur"
Rahim Yar Khan
"East, District Bahawalpur"
"Jaranwala, District Faisalabad"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Mahalla Asrarabad, Jhang"
"Jhang, District Jhang"
Rahim Yar Khan
"Jhang, District Jhang"
Haripur? District Haripur
"Dunyapur, District Lodhran"
"Sheikhupura, District Sheikhupura"
Bazar?Sialkot Cantt?Tehsil/District Sialkot
Goth New Karachi
Dunyapur? District Lodhran
"Pirwala, District Multan"
"Duniapur, District Lodhran"
"Duniyapur, District Lodhran"
"Dunyapur, District Lodhran"
"Cantt, District Lahore"
Rahim Yar Khan
District Jhelum Valley
"Dunyapur, District Lodhran"
"Sial, District Jhang"
Jampur? District Rajanpur
"Duniapur, District Lodhran"
"Colony Mandian, Abbottabad"
"Cantt,Havelian,District Abbottabad Pakistan"
"10, Karachi Central"
"Dipalpur, District Okara"
"Block B, Lahore"
"Kasur, District Kasur"
"Arifwala, District Pakpattan"
"Dunyapur, District Lodhran"
Pakka? District Lodhran
"Duniapur, District Lodhran"
Dunyapur? District Lodhran
Dunyapur? District Lodhran
"Dunyapur, District Lodhran"
Tehsil/ District Multan
Rahim Yar Khan
"Khan, Punjab, Pakistan"
Rahim Yar Khan
Rahim Yar Khan
"Dunyapur, District Lodhran"
"Kasur, District Kasur"
"Sial, District Jhang"
Mohalla Sahpao? Charsadda
"Chunian, District Kasur"
"Kasur, District Kasur"
District Karachi Malir
Tehsil/ District Jhang
"Kasur, District Kasur"
"Chunian, District Kasur"
"Chunian, District Kasur"
"Kasur, District Kasur"
Rahim Yar Khan
"Arifwala, District Pakpattan"
"Dunyapur, District Lodhran"
"Arifwala, District Pakpattan"
"Kasur, District Kasur"
"Kasur, District Kasur"
"Mahalla Tahliwala, Pakpattan"
District Nankana Sahib
"78 North, Sargodha"
"Samundari, District Faisalabad"
"Duniapur, District Lodhran"
Duniapur? District Lodhran
"Islam Colony, Pakpattan"
Dera Ghazi Khan
Khanewal? District Khanewal
"Jampur, District Rajanpur"
"Apartment, Karachi East"
"Arifwala, District Pakpattan"
Shah? District Kirk.
"Arifwala, District Pakpattan"
Toba Tek Singh
Tehsil/ District Swabi
Gulistan Johar?Karachi East
"City, Hyderabad District"
Dunyapur? District Lodhran
"15, Karachi Central"
District Mirpur Khas
Syedan?Tehsil Suhawah?Jhelum District
District Jhelum Valley
"7/8, Karachi East"
"Dunyapur, District Lodhran"
"Pakka, District Lodhran"
"Sector E8, Islamabad"
Rahim Yar Khan
"Kabirwala, District Khaniwal"
"3, Karachi East"
"Perwala, District Multan"
"Sambaryal, District Sialkot"
Dera Ghazi Khan
"Ghib, District Attock"
"Duniapur, District Lodhran"
Askari 10? Rawalpindi
Tehsil/ District Pakpattan
"Dunyapur, District Lodhran"
"Sahiwal, District Sahiwal"
"Pakpattan, District Pakpattan"
"Pattoki, District Kasur"
District Nankana Sahib
"Arifwala, District Pakpattan"
"Muzaffarabad, District Muzaffarabad"
Park Multan Road?Lahore
"Arifwala, District Pakpattan"
"Kandhkot, District Kashmore"
"Sheikhupura, District Sheikhupura"
"Bhakkar, District Bhakkar"
Rahim Yar Khan
"Duniyapur, District Lodhran"
Tehsil/ District Pakpattan
"Arifwala, District Pakpattan"
"Arifwala, District Pakpattan"
"Arifwala, District Pakpattan"
"Arifwala, District Pakpattan"
"Sadr, District Multan"
Iqbal Town ?Lahore
"Tehsil, Pakpattan District"
Road Township?Block R?Lahore
Rahim Yar Khan
"Yazman, District Bahawalpur"
"Jatoi, District Muzaffargarh"
"Kasur, District Kasur"
Mateen Avenue Society?Lahore
Mahalla Gharibabad? Sabi
"Duniapur, District Lodhran"
Duniapur? District Lodhran
"Ashiq Colony, Kohat"
"Sadar, District Faisalabad"
"Sector I-8/4, Islamabad"
"Sarandi, District Faisalabad"
Rahim Yar Khan
Rahim Yar Khan
"Dunyapur, District Lodhran"
Duniyapur Zillah Lodhra
/ District Jhang
""
"Yazman, District Bahawalpur"
pur zila Lodhran
Sadar? District Multan
"Sial, District Jhang"
"Marine, District Faisalabad"
"Dunyapur, District Lodhran"
"Colony Hassanabad, Multan"
"Islamia Park, Lahore"
Rahim Yar Khan
Rahim Yar Khan
United Arab Emirates
"Rawalpindi, District Rawalpindi"
Dera Ghazi Khan
Sadar? District Multan
1 Sarjani?Karachi Central
Jhang? District Jhang
Tehsil/ District Jhang
"Sadr, District Multan"
Duniapur? District Lodhran
Duniapur? District Lodhran
Rahim Yar Khan
Rahim Yar Khan
"Dipalpur, District Okara"
"Marine, District Faisalabad"
"Okara, District Okara"
Jund? District Attock
Rahim Yar Khan
"Dunyapur, District Lodhran"
"Dipalpur, District Okara"
"Dunyapur, District Lodhran"
"Marine, District Faisalabad"
"Sahiwal, District Sahiwal"
"Yazman, District Bahawalpur"
Dunyapur? District Lodhran
"Dunyapur, District Lodhran"
"Dunyapur, District Lodhran"
Chowk Multan Road?Lahore
Dera Ghazi Khan
"Paplan, District Mianwali"
Scheme Faisal Town?Lahore
"Sadar, District Faisalabad"
Sadar District Faisalabad
Jahanian? District Khanewal
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
Toba Tek Singh
Dipalpur? District Okara
"Gujranwala, District Gujranwala"
H?Dera Ghazi Khan
"Bhampur, Tehsil/District Hyderabad"
"Arifwala, District Pakpattan"
"Cantt., District Lahore"
Dipalpur? District Okara
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Boriwala, District Wahari"
"Algilani Road, Quetta"
"Wahdat Colony, Lahore"
"Mahalla Rehmanpura, Lahore"
Rahim Yar Khan
No. 192/M?Gulberg 3?Lahore
Rahim Yar Khan
"Digar, Tehsil/District Bhakkar"
"Arifwala, District Pakpattan"
"JB, Tehsil/District Jhang"
Tehsil/ District Jhang
Green Tower?Sector C-2?Lahore
Rahim Yar Khan
"Mohalla Zamanpura, Jhelum"
"5G, Karachi Central"
"Sharafabad, Karachi East"
Colony?Block 9?Karachi Central
"Sadar, Karachi South"
"Jhang, District Jhang"
"Okara, District Okara"
"Gujranwala, District Gujranwala"
Chunian? District Kasur
"Dunyapur, District Lodhran"
"Jampur, District Rajanpur"
"Muzaffarabad, District Muzaffarabad"
"Mohalla Ambur, Muzaffarabad"
"Sohawah, District Jhelum"
"Shankyari, Tehsil/District Mansehra"
Satellite Town? Rawalpindi
"Bala, Tehsil/District Peshawar"
"Jhang Sadar, Jhang"
"Shah, District Karak"
"Bani Gala, Islamabad"
"Marin, District Faisalabad"
"Khanewal, District Khanewal"
Mathura?Patwar Bela?Tehsil/District Peshawar
"Arifwala, District Pakpattan"
"Mithi, District Tharparkar"
4?Block 4-D-11/2?Karachi Central
Tehsil/ District Rawalpindi
"Bala, Tehsil/District Kohat"
"Umarchowk Town, Lahore"
"Korangi, Tehsil Korangi\n"
Dera Ghazi Khan
"Kandhkot, District Kashmore"
Nazimabad?Block Q?Karachi Central
"Kot, Sindh, Pakistan"
"Six 1/2, Islamabad"
"11-A, Karachi Central"
Area? Karachi Central
Bilal Town? Gujranwala
"Colony, Karachi East"
"Cantt., District Lahore"
Raiwand? District Lahore
"Jog Maya, Multan"
R 1 Lahore
Mohalla Bhabhrana Jhang
"Block F2, Lahore"
muhala wasanpura Lahore
"Multan Road, Lahore"
"Model Town, Lahore"
"Bazar Begumkot, Lahore"
"Khaniwal, District Khaniwal"
"Cantt., District Lahore"
Toba Tek Singh
Multan Road?Block r?Lahore
Rahim Yar Khan
"Shah, District Karak"
"Dunyapur, District Lodhran"
Tehsil/District Laki Marwat
"Town Hamak, Islamabad"
"Ten Four, Islamabad"
"Arbab Road, Peshawar"
"Sadar Colony, Islamabad"
House number 893?
Sher Ahmed Plaza?Rawalpindi
"No. 4, Rawalpindi"
"Madani Colony, Attock"
"G 9/4, Islamabad"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Islamabad, District Islamabad"
"Dipalpur, District Okara"
"Manchanabad, District Bahawalnagar"
Rahim Yar Khan
"Dhamyal Road, Rawalpindi"
"Housing Society, Lahore"
"I 10/4, Islamabad"
"Dipalpur, District Okara"
"Ado, District Muzaffargarh"
"Addo, District Muzaffargarh"
"Walton Road, Lahore"
"Rojhan, District Rajanpur"
Rajanpur? District Rajanpur
Dera Ghazi Khan
Dera Ghazi Khan
Dera Ghazi Khan
"City, District Faisalabad"
"Pakistan Town, Islamabad"
"Gudu, Tehsil/District Kashmore"
"Dhok Hekmad, Rawalpindi"
"Dunyapur, District Lodhran"
"Bannu, District Bannu"
"Cantt., District Lahore"
"7/8, Karachi East"
Paplan? District Mianwali
Mahalla Tajpura? Sialkot
Hamza Ghos? Sialkot
Dera Ghazi Khan
"Khel, District Mianwali"
"Tandlianwala, District Faisalabad"
Sher Road? Sahiwal
"Osmanabad Colony, Multan"
"High School, Barkhan"
"Jhang, District Jhang"
"Dalzak Road, Peshawar"
"Jamrud, District Khyber"
"Lachi, District Kohat"
Tehsil/ District Hangu
"18 Hazari, Jhung"
Rahim Yar khan
"City, Zillah Faisalabad"
Near Village Sharafabad
"Taxila, District Rawalpindi"
Colony? Nowshro Feroze
Hangu? District Hangu
"Sadar, District Faisalabad"
Sadar? District Faisalabad
"Bhalla, Tehsil/District Chakwal"
Chah Sultan? Rawalpindi
Tehsil/ District Pakpattan
District Jhelum Valley
Pakka? District Lodhran
"Pakpattan, District Pakpattan"
"Dunyapur, District Lodhran"
"Jhang, District Jhang"
"Khaniwal, District Khaniwal"
"Mahalla Koknawala, Pakpattan"
"Sahiwal, District Sahiwal"
"Mohalla Kokananwala, Pakpattan"
"Mohalla Faridnagar, Pakpattan"
Rahim Yar Khan
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Sargodha, District Sargodha"
Rahim Yar Khan
Rahim Yar Khan
"Sahiwal, District Sahiwal"
"Zahid Colony, Sargodha"
Dera Ghazi Khan
"Shah, District Chakwal"
"Jatoi, District Muzaffargarh"
"Dunyapur, District Lodhran"
"Pir Bukhari, Multan"
"Dunyapur, District Lodhran"
Dunyapur? District Lodhran
Rahim Yar Khan
Rahim Yar Khan
"Yazman, District Bahawalpur"
"Yazman, District Bahawalpur"
"Duniapur, District Lodhran"
"Duniapur, District Lodhran"
"Yazman, District Bahawalpur"
Rahim Yar Khan
"Yazman, District Bahawalpur"
"Marine, District Faisalabad"
Tehsil/ District Jhang
"Jhang, Punjab, Pakistan"
"Mahalla Kokananwala, Pakpattan"
Rahim Yar Khan
"Sahiwal, District Sahiwal"
"Pattoki, District Kasur"
"Pattoki, District Kasur"
"Patuki, District Kasur"
"Patuki, District Kasur"
"Chunian, District Kasur"
"Cantt, District Lahore"
"Sector 01, Kohat"
"Mahalla Tahliwala, Pakpattan"
Rahim Yar Khan
"Jhang, District Jhang"
"Jhang, District Jhang"
"Colony, Karachi East"
"Sadar, District Faisalabad"
"Latifabad, District Hyderabad"
"Wah, Tehsil/District Wahari"
"Dipalpur, District Okara"
"Yazman, District Bahawalpur"
"Mehmoodabad, Karachi South"
"Panjgur, District Panjgur"
Dera Ghazi Khan
No. 1?Mohalla Ambor?Muzaffarabad
"Manchanabad, District Bahawalnagar"
"Yazman, District Bahawalpur"
Kharadar? Karachi South
Rahim Yar Khan
"District Islamabad, Pakistan"
"Jhang, District Jhang"
"Dunyapur, District Lodhran"
"Dunyapur, District Lodhran"
"Awan Town, Lahore"
"Chunian, District Kasur"
"Chunian, District Kasur"
"Yazman, District Bahawalpur"
"Yazman, District Bahawalpur"
"Yazman, District Bahawalpur"
Jhang District Jhang
"Turbat, District Kech"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Arifwala, District Pakpattan"
"Pakpattan, District Pakpattan"
"Duniapur, District Lodhran"
"Dunyapur, District Lodhran"
wala zila Pakkpattan
"Chunian, District Kasur"
"Sahiwal, District Sahiwal"
"Jatoi, District Muzaffargarh"
Block B? Lahore
Rahim Yar Khan
"Iqbal Town, Lahore"
Jhang District Jhang
Rahim Yar Khan
Cantt. District Lahore
Jhang? District Jhang
Tehsil/ District Pakpattan
"Jhang, District Jhang"
Tehsil/ District Jhang
"Cantt, District Lahore"
"Arifwala, District Pakpattan"
"Arifwala, District Pakpattan"
Road Bani Gala?Islamabad
/ Haripur District
"Cantt., District Lahore"
Dunyapur? District Lodhran
Melsi? District Wahari
Rahim Yar Khan
"Phase 1, Islamabad"
"Mailsi, District Wahari"
"Yazman, District Bahawalpur"
"Ward 310, Umarkot"
"Pakka, District Lodhran"
Mohalla Madani? Jhelum
"Marine, District Faisalabad"
Marine? District Faisalabad
"Yazman, District Bahawalpur"
"Dunyapur, District Lodhran"
"Shahrig, District Harnai"
Ado? District Muzaffargarh
"Kasur, District Kasur"
"Kasur, District Kasur"
A?Lahore Cantt?District Lahore
"Kasur, District Kasur"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Kayani Bazar, Rawalpindi"
"Jhang, District Jhang"
Dera Ghazi Khan
"Chunian, District Kasur"
"Chohang, Tehsil/District Lahore"
"Bahalingar, District Bahalingar"
Rahim Yar Khan
"Okara, District Okara"
"Jhang, District Jhang"
"Kharian, District Gujarat"
"Yazman, District Bahawalpur"
"266JB, Tehsil/Dist. Jhang"
"Jampur, District Rajanpur"
"Jhang, District Jhang"
Rahim Yar Khan
Karachi?Sector 11-D?Karachi Central
"Arifwala, District Pakpattan"
"Yazman, District Bahawalpur"
"Dunyapur, District Lodhran"
Rahim Yar Khan
Tehsil Koh Sulaiman\n
Hazari? District Jhang
Duniapur? District Lodhran
"Mahalla Tahliwala, Pakpattan"
Dera Ghazi Khan
Block 1? Khanewal
"Jhang, District Jhang"
"Yazman, District Bahawalpur"
"Rahim Colony, Multan"
"Okara, District Okara"
Dera Ghazi Khan
"6, Karachi East"
"Jhang, District Jhang"
Farooqabad East? Bahawalnagar
Deepalpur? District Okara
Dunyapur? District Lodhran
Rahim Yar Khan
"Arifwala, District Pakpattan"
"Yazman, District Bahawalpur"
"nawaz ali, d."
Tehsil/ District Jhang
"Jhang, District Jhang"
Rahim Yar Khan
"Multan Road, Lahore"
"Dunyapur, District Lodhran"
"Saadi, District Faisalabad"
"Sahiwal, District Sahiwal"
"Jahanian, District Khanewal"
"Dunyapur, District Lodhran"
"Punjab , Pakistan"
"Dipalpur, District Okara"
"Duniapur, District Lodhran"
R?Tehsil Dunyapur?District Lodhran
"Sheikhupura, District Sheikhupura"
"Jhang, District Jhang"
Tehsil/ District Jhang
Rahim Yar Khan
Rahim Yar Khan
"Jhang, District Jhang"
"Vihari, District Vihari"
"Patuki, District Kasur"
"Patuki, District Kasur"
Tehsil/ District Mirpur
"Dunyapur, District Lodhran"
"Sahiwal, District Sahiwal"
"Dunyapur, District Lodhran"
House number 106?
"Dunyapur, District Lodhran"
"Dunyapur, District Lodhran"
Dunyapur? District Lodhran
"Dunyapur, District Lodhran"
"BADSHAH DOG, PESHAWAR"
"Gulshan Ravi, Lahore"
Tehsil/ District Jhang
Dera Ismail Khan
"Saadi, District Faisalabad"
Tehsil /District Pakpattan
"Jhang, District Jhang"
"Chunian, District Kasur"
"Jhang, District Jhang"
Tehsil/ District Rawalpindi
"Azakhel, Tehsil/District Peshawar"
Wala? District Khanewal
"Sector 1, Rawalpindi"
Kot District Kashmore
Cantt. District Lahore
"Dunyapur, District Lodhran"
"Multan Road, Lahore"
"Jhang, District Jhang"
"Dunyapur, District Lodhran"
Rahim Yar Khan
"Sarjani, Karachi West"
"Dunyapur, District Lodhran"
"Kasur, District Kasur"
"Chunian, District Kasur"
"Jhang, District Jhang"
Chobara? District Layyah
Rahim Yar Khan
C 2 Township?Lahore
"Dunyapur, District Lodhran"
"Jampur, District Rajanpur"
"Khaniwal, District Khaniwal"
"Bhera, District Sargodha"
Dera Ismail Khan
Rahim Yar Khan
"Dunyapur, District Lodhran"
"Gardez Colony, Islamabad"
Tehsil/ District Jhang
"Dipalpur, District Okara"
"Jhang, District Jhang"
"Jhang, District Jhang"
Tehsil/ District Jhang
Rahim Yar Khan
"13-D, Karachi East"
Rahim Yar Khan
Rahim Yar Khan
